uuid,timestamp,event,dia_min,dia_max,temp_avg,check
4884,2022-03-06 18:10:51,Put Workpiece in Scrap Pile,,,,NOK
4885,2022-03-07 17:48:02,Produce Workpiece,,,,
4885,2022-03-07 19:48:02,Measure Workpiece,2.87,4.18,10.73,
4885,2022-03-07 21:48:02,Put Workpiece in OK Pile,,,,OK
4886,2022-03-05 18:05:07,Produce Workpiece,,,,
4886,2022-03-05 20:05:07,Measure Workpiece,2.41,4.25,19.26,
4886,2022-03-05 22:05:07,Put Workpiece in OK Pile,,,,OK
4887,2022-03-04 09:36:21,Produce Workpiece,,,,
4887,2022-03-04 11:36:21,Measure Workpiece,2.32,4.64,25.46,
4887,2022-03-04 13:36:21,Put Workpiece in OK Pile,,,,OK
4888,2022-03-03 11:16:21,Produce Workpiece,,,,
4888,2022-03-03 13:16:21,Measure Workpiece,2.38,4.52,13.68,
4888,2022-03-03 15:16:21,Put Workpiece in OK Pile,,,,OK
4889,2022-03-05 09:41:16,Produce Workpiece,,,,
4889,2022-03-05 11:41:16,Measure Workpiece,2.7,4.54,22.6,
4889,2022-03-05 13:41:16,Put Workpiece in OK Pile,,,,OK
4890,2022-03-07 18:55:44,Produce Workpiece,,,,
4890,2022-03-07 20:55:44,Measure Workpiece,2.4,4.57,11.03,
4890,2022-03-07 22:55:44,Put Workpiece in OK Pile,,,,OK
4891,2022-03-13 12:35:58,Produce Workpiece,,,,
4891,2022-03-13 14:35:58,Measure Workpiece,2.66,4.46,10.38,
4891,2022-03-13 16:35:58,Put Workpiece in OK Pile,,,,OK
4892,2022-03-02 16:32:08,Produce Workpiece,,,,
4892,2022-03-02 18:32:08,Measure Workpiece,2.94,4.61,25.79,
4892,2022-03-02 20:32:08,Put Workpiece in OK Pile,,,,OK
4893,2022-03-12 16:22:24,Produce Workpiece,,,,
4893,2022-03-12 18:22:24,Measure Workpiece,2.73,4.6,25.47,
4893,2022-03-12 20:22:24,Put Workpiece in OK Pile,,,,OK
4894,2022-03-08 08:07:12,Produce Workpiece,,,,
4894,2022-03-08 10:07:12,Measure Workpiece,2.79,4.46,25.11,
4894,2022-03-08 12:07:12,Put Workpiece in OK Pile,,,,OK
4895,2022-03-07 18:04:42,Produce Workpiece,,,,
4895,2022-03-07 20:04:42,Measure Workpiece,2.28,4.81,29.12,
4895,2022-03-07 22:04:42,Put Workpiece in Scrap Pile,,,,NOK
4896,2022-03-03 17:55:35,Produce Workpiece,,,,
4896,2022-03-03 19:55:35,Measure Workpiece,2.47,4.61,19.24,
4896,2022-03-03 21:55:35,Put Workpiece in OK Pile,,,,OK
4897,2022-03-16 16:44:27,Produce Workpiece,,,,
4897,2022-03-16 18:44:27,Measure Workpiece,2.93,4.17,10.24,
4897,2022-03-16 20:44:27,Put Workpiece in OK Pile,,,,OK
4898,2022-03-17 16:27:33,Produce Workpiece,,,,
4898,2022-03-17 18:27:33,Measure Workpiece,2.93,4.06,29.75,
4898,2022-03-17 20:27:33,Put Workpiece in Scrap Pile,,,,NOK
4899,2022-03-02 13:58:37,Produce Workpiece,,,,
4899,2022-03-02 15:58:37,Measure Workpiece,2.67,4.69,10.23,
4899,2022-03-02 17:58:37,Put Workpiece in OK Pile,,,,OK
4900,2022-03-07 10:45:58,Produce Workpiece,,,,
4900,2022-03-07 12:45:58,Measure Workpiece,2.88,4.59,10.74,
4900,2022-03-07 14:45:58,Put Workpiece in OK Pile,,,,OK
4901,2022-03-02 14:25:15,Produce Workpiece,,,,
4901,2022-03-02 16:25:15,Measure Workpiece,2.62,4.99,23.96,
4901,2022-03-02 18:25:15,Put Workpiece in Scrap Pile,,,,NOK
4902,2022-03-18 16:05:10,Produce Workpiece,,,,
4902,2022-03-18 18:05:10,Measure Workpiece,2.97,4.12,17.98,
4902,2022-03-18 20:05:10,Put Workpiece in OK Pile,,,,OK
4903,2022-03-12 14:43:37,Produce Workpiece,,,,
4903,2022-03-12 16:43:37,Measure Workpiece,2.83,4.11,20.56,
4903,2022-03-12 18:43:37,Put Workpiece in OK Pile,,,,OK
4904,2022-03-20 16:27:53,Produce Workpiece,,,,
4904,2022-03-20 18:27:53,Measure Workpiece,2.63,4.87,29.94,
4904,2022-03-20 20:27:53,Put Workpiece in Scrap Pile,,,,NOK
4905,2022-03-20 10:48:50,Produce Workpiece,,,,
4905,2022-03-20 12:48:50,Measure Workpiece,2.42,4.03,23.37,
4905,2022-03-20 14:48:50,Put Workpiece in OK Pile,,,,OK
4906,2022-03-09 17:49:31,Produce Workpiece,,,,
4906,2022-03-09 19:49:31,Measure Workpiece,2.18,4.61,24.52,
4906,2022-03-09 21:49:31,Put Workpiece in OK Pile,,,,OK
4907,2022-03-14 17:44:54,Produce Workpiece,,,,
4907,2022-03-14 19:44:54,Measure Workpiece,3.0,4.55,11.65,
4907,2022-03-14 21:44:54,Put Workpiece in OK Pile,,,,OK
4908,2022-03-06 17:09:04,Produce Workpiece,,,,
4908,2022-03-06 19:09:04,Measure Workpiece,2.32,4.57,21.91,
4908,2022-03-06 21:09:04,Put Workpiece in OK Pile,,,,OK
4909,2022-03-07 10:05:07,Produce Workpiece,,,,
4909,2022-03-07 12:05:07,Measure Workpiece,2.4,4.35,15.25,
4909,2022-03-07 14:05:07,Put Workpiece in OK Pile,,,,OK
4910,2022-03-18 16:41:29,Produce Workpiece,,,,
4910,2022-03-18 18:41:29,Measure Workpiece,2.96,4.79,24.7,
4910,2022-03-18 20:41:29,Put Workpiece in OK Pile,,,,OK
4911,2022-03-04 12:18:37,Produce Workpiece,,,,
4911,2022-03-04 14:18:37,Measure Workpiece,2.08,4.0,16.72,
4911,2022-03-04 16:18:37,Put Workpiece in Scrap Pile,,,,NOK
4912,2022-03-13 15:29:51,Produce Workpiece,,,,
4912,2022-03-13 17:29:51,Measure Workpiece,2.38,4.66,26.95,
4912,2022-03-13 19:29:51,Put Workpiece in OK Pile,,,,OK
4913,2022-03-14 17:57:26,Produce Workpiece,,,,
4913,2022-03-14 19:57:26,Measure Workpiece,2.18,4.08,24.3,
4913,2022-03-14 21:57:26,Put Workpiece in OK Pile,,,,OK
4914,2022-03-01 14:31:05,Produce Workpiece,,,,
4914,2022-03-01 16:31:05,Measure Workpiece,2.34,4.35,13.78,
4914,2022-03-01 18:31:05,Put Workpiece in OK Pile,,,,OK
4915,2022-03-05 12:32:54,Produce Workpiece,,,,
4915,2022-03-05 14:32:54,Measure Workpiece,2.26,4.98,27.71,
4915,2022-03-05 16:32:54,Put Workpiece in Scrap Pile,,,,NOK
4916,2022-03-09 10:22:30,Produce Workpiece,,,,
4916,2022-03-09 12:22:30,Measure Workpiece,2.42,4.97,21.75,
4916,2022-03-09 14:22:30,Put Workpiece in Scrap Pile,,,,NOK
4917,2022-03-05 16:30:53,Produce Workpiece,,,,
4917,2022-03-05 18:30:53,Measure Workpiece,2.69,4.34,25.03,
4917,2022-03-05 20:30:53,Put Workpiece in OK Pile,,,,OK
4918,2022-03-02 11:59:50,Produce Workpiece,,,,
4918,2022-03-02 13:59:50,Measure Workpiece,2.73,4.63,29.71,
4918,2022-03-02 15:59:50,Put Workpiece in Scrap Pile,,,,NOK
4919,2022-03-02 18:48:42,Produce Workpiece,,,,
4919,2022-03-02 20:48:42,Measure Workpiece,2.07,4.16,12.03,
4919,2022-03-02 22:48:42,Put Workpiece in Scrap Pile,,,,NOK
4920,2022-03-11 13:52:05,Produce Workpiece,,,,
4920,2022-03-11 15:52:05,Measure Workpiece,2.27,4.8,22.32,
4920,2022-03-11 17:52:05,Put Workpiece in OK Pile,,,,OK
4921,2022-03-17 12:09:42,Produce Workpiece,,,,
4921,2022-03-17 14:09:42,Measure Workpiece,2.84,4.43,11.19,
4921,2022-03-17 16:09:42,Put Workpiece in OK Pile,,,,OK
4922,2022-03-13 17:13:06,Produce Workpiece,,,,
4922,2022-03-13 19:13:06,Measure Workpiece,2.67,4.81,12.98,
4922,2022-03-13 21:13:06,Put Workpiece in OK Pile,,,,OK
4923,2022-03-18 17:35:09,Produce Workpiece,,,,
4923,2022-03-18 19:35:09,Measure Workpiece,2.54,4.97,29.66,
4923,2022-03-18 21:35:09,Put Workpiece in Scrap Pile,,,,NOK
4924,2022-03-01 10:13:42,Produce Workpiece,,,,
4924,2022-03-01 12:13:42,Measure Workpiece,2.97,4.45,26.92,
4924,2022-03-01 14:13:42,Put Workpiece in OK Pile,,,,OK
4925,2022-03-02 09:43:51,Produce Workpiece,,,,
4925,2022-03-02 11:43:51,Measure Workpiece,2.33,4.64,28.54,
4925,2022-03-02 13:43:51,Put Workpiece in Scrap Pile,,,,NOK
4926,2022-03-15 16:09:51,Produce Workpiece,,,,
4926,2022-03-15 18:09:51,Measure Workpiece,2.12,4.28,12.49,
4926,2022-03-15 20:09:51,Put Workpiece in OK Pile,,,,OK
4927,2022-03-13 18:21:48,Produce Workpiece,,,,
4927,2022-03-13 20:21:48,Measure Workpiece,2.57,4.29,27.48,
4927,2022-03-13 22:21:48,Put Workpiece in OK Pile,,,,OK
4928,2022-03-04 11:49:38,Produce Workpiece,,,,
4928,2022-03-04 13:49:38,Measure Workpiece,2.47,4.46,19.97,
4928,2022-03-04 15:49:38,Put Workpiece in OK Pile,,,,OK
4929,2022-03-19 15:50:18,Produce Workpiece,,,,
4929,2022-03-19 17:50:18,Measure Workpiece,2.47,4.08,19.91,
4929,2022-03-19 19:50:18,Put Workpiece in OK Pile,,,,OK
4930,2022-03-15 16:01:33,Produce Workpiece,,,,
4930,2022-03-15 18:01:33,Measure Workpiece,2.02,4.94,23.85,
4930,2022-03-15 20:01:33,Put Workpiece in Scrap Pile,,,,NOK
4931,2022-03-12 08:44:22,Produce Workpiece,,,,
4931,2022-03-12 10:44:22,Measure Workpiece,3.0,4.1,27.04,
4931,2022-03-12 12:44:22,Put Workpiece in OK Pile,,,,OK
4932,2022-03-13 18:48:32,Produce Workpiece,,,,
4932,2022-03-13 20:48:32,Measure Workpiece,2.7,4.77,21.97,
4932,2022-03-13 22:48:32,Put Workpiece in OK Pile,,,,OK
4933,2022-03-18 08:35:56,Produce Workpiece,,,,
4933,2022-03-18 10:35:56,Measure Workpiece,2.63,4.84,13.8,
4933,2022-03-18 12:35:56,Put Workpiece in OK Pile,,,,OK
4934,2022-03-03 11:07:55,Produce Workpiece,,,,
4934,2022-03-03 13:07:55,Measure Workpiece,2.02,4.4,10.81,
4934,2022-03-03 15:07:55,Put Workpiece in Scrap Pile,,,,NOK
4935,2022-03-06 15:17:13,Produce Workpiece,,,,
4935,2022-03-06 17:17:13,Measure Workpiece,2.39,4.97,26.61,
4935,2022-03-06 19:17:13,Put Workpiece in Scrap Pile,,,,NOK
4936,2022-03-11 11:42:41,Produce Workpiece,,,,
4936,2022-03-11 13:42:41,Measure Workpiece,2.2,4.79,16.42,
4936,2022-03-11 15:42:41,Put Workpiece in OK Pile,,,,OK
4937,2022-03-15 17:19:33,Produce Workpiece,,,,
4937,2022-03-15 19:19:33,Measure Workpiece,2.72,4.75,14.3,
4937,2022-03-15 21:19:33,Put Workpiece in OK Pile,,,,OK
4938,2022-03-20 18:13:40,Produce Workpiece,,,,
4938,2022-03-20 20:13:40,Measure Workpiece,2.4,4.2,18.32,
4938,2022-03-20 22:13:40,Put Workpiece in OK Pile,,,,OK
4939,2022-03-08 15:12:49,Produce Workpiece,,,,
4939,2022-03-08 17:12:49,Measure Workpiece,2.97,4.97,29.32,
4939,2022-03-08 19:12:49,Put Workpiece in Scrap Pile,,,,NOK
4940,2022-03-09 16:18:08,Produce Workpiece,,,,
4940,2022-03-09 18:18:08,Measure Workpiece,2.36,4.07,14.62,
4940,2022-03-09 20:18:08,Put Workpiece in OK Pile,,,,OK
4941,2022-03-17 16:11:20,Produce Workpiece,,,,
4941,2022-03-17 18:11:20,Measure Workpiece,2.87,4.24,25.87,
4941,2022-03-17 20:11:20,Put Workpiece in OK Pile,,,,OK
4942,2022-03-01 16:02:07,Produce Workpiece,,,,
4942,2022-03-01 18:02:07,Measure Workpiece,2.37,4.03,20.58,
4942,2022-03-01 20:02:07,Put Workpiece in OK Pile,,,,OK
4943,2022-03-04 08:49:39,Produce Workpiece,,,,
4943,2022-03-04 10:49:39,Measure Workpiece,2.13,4.08,26.98,
4943,2022-03-04 12:49:39,Put Workpiece in OK Pile,,,,OK
4944,2022-03-03 11:44:21,Produce Workpiece,,,,
4944,2022-03-03 13:44:21,Measure Workpiece,2.53,4.02,20.73,
4944,2022-03-03 15:44:21,Put Workpiece in OK Pile,,,,OK
4945,2022-03-11 09:02:46,Produce Workpiece,,,,
4945,2022-03-11 11:02:46,Measure Workpiece,2.16,4.01,21.15,
4945,2022-03-11 13:02:46,Put Workpiece in OK Pile,,,,OK
4946,2022-03-09 08:04:27,Produce Workpiece,,,,
4946,2022-03-09 10:04:27,Measure Workpiece,2.85,4.47,12.95,
4946,2022-03-09 12:04:27,Put Workpiece in OK Pile,,,,OK
4947,2022-03-13 09:26:14,Produce Workpiece,,,,
4947,2022-03-13 11:26:14,Measure Workpiece,2.52,4.51,28.71,
4947,2022-03-13 13:26:14,Put Workpiece in Scrap Pile,,,,NOK
4948,2022-03-14 08:54:55,Produce Workpiece,,,,
4948,2022-03-14 10:54:55,Measure Workpiece,2.61,4.9,20.21,
4948,2022-03-14 12:54:55,Put Workpiece in Scrap Pile,,,,NOK
4949,2022-03-16 11:10:46,Produce Workpiece,,,,
4949,2022-03-16 13:10:46,Measure Workpiece,2.78,4.87,15.34,
4949,2022-03-16 15:10:46,Put Workpiece in OK Pile,,,,OK
4950,2022-03-12 10:18:20,Produce Workpiece,,,,
4950,2022-03-12 12:18:20,Measure Workpiece,2.78,4.55,22.29,
4950,2022-03-12 14:18:20,Put Workpiece in OK Pile,,,,OK
4951,2022-03-01 09:26:39,Produce Workpiece,,,,
4951,2022-03-01 11:26:39,Measure Workpiece,2.47,4.57,10.51,
4951,2022-03-01 13:26:39,Put Workpiece in OK Pile,,,,OK
4952,2022-03-20 15:29:57,Produce Workpiece,,,,
4952,2022-03-20 17:29:57,Measure Workpiece,2.96,4.53,20.18,
4952,2022-03-20 19:29:57,Put Workpiece in OK Pile,,,,OK
4953,2022-03-12 16:42:08,Produce Workpiece,,,,
4953,2022-03-12 18:42:08,Measure Workpiece,2.88,4.95,13.4,
4953,2022-03-12 20:42:08,Put Workpiece in Scrap Pile,,,,NOK
4954,2022-03-05 15:00:59,Produce Workpiece,,,,
4954,2022-03-05 17:00:59,Measure Workpiece,2.88,4.25,18.8,
4954,2022-03-05 19:00:59,Put Workpiece in OK Pile,,,,OK
4955,2022-03-01 18:51:31,Produce Workpiece,,,,
4955,2022-03-01 20:51:31,Measure Workpiece,2.32,4.47,19.53,
4955,2022-03-01 22:51:31,Put Workpiece in OK Pile,,,,OK
4956,2022-03-18 18:41:47,Produce Workpiece,,,,
4956,2022-03-18 20:41:47,Measure Workpiece,2.28,4.41,12.89,
4956,2022-03-18 22:41:47,Put Workpiece in OK Pile,,,,OK
4957,2022-03-19 17:31:16,Produce Workpiece,,,,
4957,2022-03-19 19:31:16,Measure Workpiece,2.16,4.79,19.63,
4957,2022-03-19 21:31:16,Put Workpiece in OK Pile,,,,OK
4958,2022-03-15 13:18:34,Produce Workpiece,,,,
4958,2022-03-15 15:18:34,Measure Workpiece,2.38,4.03,24.44,
4958,2022-03-15 17:18:34,Put Workpiece in OK Pile,,,,OK
4959,2022-03-12 18:15:11,Produce Workpiece,,,,
4959,2022-03-12 20:15:11,Measure Workpiece,2.73,4.78,19.18,
4959,2022-03-12 22:15:11,Put Workpiece in OK Pile,,,,OK
4960,2022-03-13 15:13:13,Produce Workpiece,,,,
4960,2022-03-13 17:13:13,Measure Workpiece,2.69,4.85,16.3,
4960,2022-03-13 19:13:13,Put Workpiece in OK Pile,,,,OK
4961,2022-03-11 12:54:35,Produce Workpiece,,,,
4961,2022-03-11 14:54:35,Measure Workpiece,2.16,4.16,10.97,
4961,2022-03-11 16:54:35,Put Workpiece in OK Pile,,,,OK
4962,2022-03-02 08:17:52,Produce Workpiece,,,,
4962,2022-03-02 10:17:52,Measure Workpiece,2.68,4.44,20.2,
4962,2022-03-02 12:17:52,Put Workpiece in OK Pile,,,,OK
4963,2022-03-07 18:35:24,Produce Workpiece,,,,
4963,2022-03-07 20:35:24,Measure Workpiece,2.22,4.49,12.86,
4963,2022-03-07 22:35:24,Put Workpiece in OK Pile,,,,OK
4964,2022-03-16 13:03:21,Produce Workpiece,,,,
4964,2022-03-16 15:03:21,Measure Workpiece,2.05,4.58,29.19,
4964,2022-03-16 17:03:21,Put Workpiece in Scrap Pile,,,,NOK
4965,2022-03-03 18:40:13,Produce Workpiece,,,,
4965,2022-03-03 20:40:13,Measure Workpiece,2.21,4.04,15.9,
4965,2022-03-03 22:40:13,Put Workpiece in OK Pile,,,,OK
4966,2022-03-09 18:55:20,Produce Workpiece,,,,
4966,2022-03-09 20:55:20,Measure Workpiece,2.94,4.73,10.65,
4966,2022-03-09 22:55:20,Put Workpiece in OK Pile,,,,OK
4967,2022-03-05 17:57:17,Produce Workpiece,,,,
4967,2022-03-05 19:57:17,Measure Workpiece,2.74,4.03,21.99,
4967,2022-03-05 21:57:17,Put Workpiece in OK Pile,,,,OK
4968,2022-03-19 15:49:09,Produce Workpiece,,,,
4968,2022-03-19 17:49:09,Measure Workpiece,2.87,4.51,14.82,
4968,2022-03-19 19:49:09,Put Workpiece in OK Pile,,,,OK
4969,2022-03-05 13:59:13,Produce Workpiece,,,,
4969,2022-03-05 15:59:13,Measure Workpiece,2.49,4.82,19.78,
4969,2022-03-05 17:59:13,Put Workpiece in OK Pile,,,,OK
4970,2022-03-19 10:24:51,Produce Workpiece,,,,
4970,2022-03-19 12:24:51,Measure Workpiece,2.74,4.93,10.57,
4970,2022-03-19 14:24:51,Put Workpiece in Scrap Pile,,,,NOK
4971,2022-03-15 11:45:57,Produce Workpiece,,,,
4971,2022-03-15 13:45:57,Measure Workpiece,2.53,4.63,16.07,
4971,2022-03-15 15:45:57,Put Workpiece in OK Pile,,,,OK
4972,2022-03-01 12:41:48,Produce Workpiece,,,,
4972,2022-03-01 14:41:48,Measure Workpiece,2.56,4.49,28.72,
4972,2022-03-01 16:41:48,Put Workpiece in Scrap Pile,,,,NOK
4973,2022-03-10 12:48:41,Produce Workpiece,,,,
4973,2022-03-10 14:48:41,Measure Workpiece,2.47,4.09,24.56,
4973,2022-03-10 16:48:41,Put Workpiece in OK Pile,,,,OK
4974,2022-03-08 12:12:37,Produce Workpiece,,,,
4974,2022-03-08 14:12:37,Measure Workpiece,2.87,4.51,26.98,
4974,2022-03-08 16:12:37,Put Workpiece in OK Pile,,,,OK
4975,2022-03-02 16:16:26,Produce Workpiece,,,,
4975,2022-03-02 18:16:26,Measure Workpiece,2.15,4.75,23.15,
4975,2022-03-02 20:16:26,Put Workpiece in OK Pile,,,,OK
4976,2022-03-02 10:02:18,Produce Workpiece,,,,
4976,2022-03-02 12:02:18,Measure Workpiece,2.95,4.83,24.63,
4976,2022-03-02 14:02:18,Put Workpiece in OK Pile,,,,OK
4977,2022-03-07 14:22:35,Produce Workpiece,,,,
4977,2022-03-07 16:22:35,Measure Workpiece,2.04,4.64,10.45,
4977,2022-03-07 18:22:35,Put Workpiece in Scrap Pile,,,,NOK
4978,2022-03-06 12:22:03,Produce Workpiece,,,,
4978,2022-03-06 14:22:03,Measure Workpiece,2.72,4.18,22.32,
4978,2022-03-06 16:22:03,Put Workpiece in OK Pile,,,,OK
4979,2022-03-06 14:16:06,Produce Workpiece,,,,
4979,2022-03-06 16:16:06,Measure Workpiece,2.43,4.95,21.98,
4979,2022-03-06 18:16:06,Put Workpiece in Scrap Pile,,,,NOK
4980,2022-03-09 12:05:58,Produce Workpiece,,,,
4980,2022-03-09 14:05:58,Measure Workpiece,2.38,4.52,29.4,
4980,2022-03-09 16:05:58,Put Workpiece in Scrap Pile,,,,NOK
4981,2022-03-08 16:41:20,Produce Workpiece,,,,
4981,2022-03-08 18:41:20,Measure Workpiece,2.17,4.39,22.68,
4981,2022-03-08 20:41:20,Put Workpiece in OK Pile,,,,OK
4982,2022-03-09 16:49:55,Produce Workpiece,,,,
4982,2022-03-09 18:49:55,Measure Workpiece,2.2,4.42,28.95,
4982,2022-03-09 20:49:55,Put Workpiece in Scrap Pile,,,,NOK
4983,2022-03-02 09:52:50,Produce Workpiece,,,,
4983,2022-03-02 11:52:50,Measure Workpiece,2.68,4.94,22.24,
4983,2022-03-02 13:52:50,Put Workpiece in Scrap Pile,,,,NOK
4984,2022-03-04 13:20:52,Produce Workpiece,,,,
4984,2022-03-04 15:20:52,Measure Workpiece,2.07,4.72,19.85,
4984,2022-03-04 17:20:52,Put Workpiece in Scrap Pile,,,,NOK
4985,2022-03-20 12:56:58,Produce Workpiece,,,,
4985,2022-03-20 14:56:58,Measure Workpiece,2.68,4.13,20.92,
4985,2022-03-20 16:56:58,Put Workpiece in OK Pile,,,,OK
4986,2022-03-17 12:17:37,Produce Workpiece,,,,
4986,2022-03-17 14:17:37,Measure Workpiece,2.09,4.56,22.5,
4986,2022-03-17 16:17:37,Put Workpiece in Scrap Pile,,,,NOK
4987,2022-03-16 14:34:50,Produce Workpiece,,,,
4987,2022-03-16 16:34:50,Measure Workpiece,2.23,4.7,16.78,
4987,2022-03-16 18:34:50,Put Workpiece in OK Pile,,,,OK
4988,2022-03-02 09:35:21,Produce Workpiece,,,,
4988,2022-03-02 11:35:21,Measure Workpiece,2.85,4.42,25.5,
4988,2022-03-02 13:35:21,Put Workpiece in OK Pile,,,,OK
4989,2022-03-17 15:34:14,Produce Workpiece,,,,
4989,2022-03-17 17:34:14,Measure Workpiece,2.58,4.11,20.84,
4989,2022-03-17 19:34:14,Put Workpiece in OK Pile,,,,OK
4990,2022-03-06 08:36:40,Produce Workpiece,,,,
4990,2022-03-06 10:36:40,Measure Workpiece,2.93,4.8,23.65,
4990,2022-03-06 12:36:40,Put Workpiece in OK Pile,,,,OK
4991,2022-03-19 13:46:22,Produce Workpiece,,,,
4991,2022-03-19 15:46:22,Measure Workpiece,2.27,4.73,26.64,
4991,2022-03-19 17:46:22,Put Workpiece in OK Pile,,,,OK
4992,2022-03-06 14:16:12,Produce Workpiece,,,,
4992,2022-03-06 16:16:12,Measure Workpiece,2.22,4.11,22.39,
4992,2022-03-06 18:16:12,Put Workpiece in OK Pile,,,,OK
4993,2022-03-18 10:03:09,Produce Workpiece,,,,
4993,2022-03-18 12:03:09,Measure Workpiece,2.8,4.11,17.86,
4993,2022-03-18 14:03:09,Put Workpiece in OK Pile,,,,OK
4994,2022-03-13 18:57:18,Produce Workpiece,,,,
4994,2022-03-13 20:57:18,Measure Workpiece,2.14,4.29,25.58,
4994,2022-03-13 22:57:18,Put Workpiece in OK Pile,,,,OK
4995,2022-03-16 10:00:36,Produce Workpiece,,,,
4995,2022-03-16 12:00:36,Measure Workpiece,2.86,4.72,21.63,
4995,2022-03-16 14:00:36,Put Workpiece in OK Pile,,,,OK
4996,2022-03-01 18:39:19,Produce Workpiece,,,,
4996,2022-03-01 20:39:19,Measure Workpiece,2.09,4.5,26.55,
4996,2022-03-01 22:39:19,Put Workpiece in Scrap Pile,,,,NOK
4997,2022-03-11 18:19:32,Produce Workpiece,,,,
4997,2022-03-11 20:19:32,Measure Workpiece,2.72,4.41,16.56,
4997,2022-03-11 22:19:32,Put Workpiece in OK Pile,,,,OK
4998,2022-03-01 15:25:08,Produce Workpiece,,,,
4998,2022-03-01 17:25:08,Measure Workpiece,2.14,4.52,13.58,
4998,2022-03-01 19:25:08,Put Workpiece in OK Pile,,,,OK
4999,2022-03-06 12:07:47,Produce Workpiece,,,,
4999,2022-03-06 14:07:47,Measure Workpiece,2.8,4.03,14.72,
4999,2022-03-06 16:07:47,Put Workpiece in OK Pile,,,,OK
5000,2022-03-05 10:20:43,Produce Workpiece,,,,
5000,2022-03-05 12:20:43,Measure Workpiece,2.48,4.35,21.5,
5000,2022-03-05 14:20:43,Put Workpiece in OK Pile,,,,OK
5001,2022-03-03 18:58:22,Produce Workpiece,,,,
5001,2022-03-03 20:58:22,Measure Workpiece,2.71,4.73,11.84,
5001,2022-03-03 22:58:22,Put Workpiece in OK Pile,,,,OK
5002,2022-03-09 09:35:31,Produce Workpiece,,,,
5002,2022-03-09 11:35:31,Measure Workpiece,2.54,4.77,28.71,
5002,2022-03-09 13:35:31,Put Workpiece in Scrap Pile,,,,NOK
5003,2022-03-04 13:29:48,Produce Workpiece,,,,
5003,2022-03-04 15:29:48,Measure Workpiece,2.39,4.67,18.71,
5003,2022-03-04 17:29:48,Put Workpiece in OK Pile,,,,OK
5004,2022-03-09 18:09:48,Produce Workpiece,,,,
5004,2022-03-09 20:09:48,Measure Workpiece,2.46,4.32,17.65,
5004,2022-03-09 22:09:48,Put Workpiece in OK Pile,,,,OK
5005,2022-03-18 13:14:06,Produce Workpiece,,,,
5005,2022-03-18 15:14:06,Measure Workpiece,2.29,4.47,25.05,
5005,2022-03-18 17:14:06,Put Workpiece in OK Pile,,,,OK
5006,2022-03-20 09:39:40,Produce Workpiece,,,,
5006,2022-03-20 11:39:40,Measure Workpiece,2.69,4.46,26.63,
5006,2022-03-20 13:39:40,Put Workpiece in OK Pile,,,,OK
5007,2022-03-16 14:02:19,Produce Workpiece,,,,
5007,2022-03-16 16:02:19,Measure Workpiece,2.31,4.38,27.94,
5007,2022-03-16 18:02:19,Put Workpiece in OK Pile,,,,OK
5008,2022-03-13 08:34:25,Produce Workpiece,,,,
5008,2022-03-13 10:34:25,Measure Workpiece,2.41,4.49,12.75,
5008,2022-03-13 12:34:25,Put Workpiece in OK Pile,,,,OK
5009,2022-03-07 13:25:40,Produce Workpiece,,,,
5009,2022-03-07 15:25:40,Measure Workpiece,2.56,4.53,14.51,
5009,2022-03-07 17:25:40,Put Workpiece in OK Pile,,,,OK
5010,2022-03-20 17:41:55,Produce Workpiece,,,,
5010,2022-03-20 19:41:55,Measure Workpiece,2.43,4.07,23.72,
5010,2022-03-20 21:41:55,Put Workpiece in OK Pile,,,,OK
5011,2022-03-07 14:05:20,Produce Workpiece,,,,
5011,2022-03-07 16:05:20,Measure Workpiece,2.19,4.59,18.87,
5011,2022-03-07 18:05:20,Put Workpiece in OK Pile,,,,OK
5012,2022-03-16 08:47:10,Produce Workpiece,,,,
5012,2022-03-16 10:47:10,Measure Workpiece,2.98,4.75,11.81,
5012,2022-03-16 12:47:10,Put Workpiece in OK Pile,,,,OK
5013,2022-03-19 14:03:41,Produce Workpiece,,,,
5013,2022-03-19 16:03:41,Measure Workpiece,2.77,4.92,16.96,
5013,2022-03-19 18:03:41,Put Workpiece in Scrap Pile,,,,NOK
5014,2022-03-01 12:20:57,Produce Workpiece,,,,
5014,2022-03-01 14:20:57,Measure Workpiece,2.74,4.63,16.97,
5014,2022-03-01 16:20:57,Put Workpiece in OK Pile,,,,OK
5015,2022-03-12 18:03:38,Produce Workpiece,,,,
5015,2022-03-12 20:03:38,Measure Workpiece,2.76,4.14,10.24,
5015,2022-03-12 22:03:38,Put Workpiece in OK Pile,,,,OK
5016,2022-03-05 15:06:10,Produce Workpiece,,,,
5016,2022-03-05 17:06:10,Measure Workpiece,2.05,4.84,18.35,
5016,2022-03-05 19:06:10,Put Workpiece in Scrap Pile,,,,NOK
5017,2022-03-02 14:34:34,Produce Workpiece,,,,
5017,2022-03-02 16:34:34,Measure Workpiece,2.65,4.95,24.18,
5017,2022-03-02 18:34:34,Put Workpiece in Scrap Pile,,,,NOK
5018,2022-03-07 10:31:26,Produce Workpiece,,,,
5018,2022-03-07 12:31:26,Measure Workpiece,2.72,4.76,23.51,
5018,2022-03-07 14:31:26,Put Workpiece in OK Pile,,,,OK
5019,2022-03-01 17:52:57,Produce Workpiece,,,,
