uuid,timestamp,event,age,amount_loan,yearly_income,random_number,check
4687,2022-02-26 19:20:41,Check application data,60,91642,673839,1543284,
4687,2022-02-26 21:20:41,Extensive Check,,,,,Extensive Check
4687,2022-02-26 23:20:41,Make Decision,,,,,
4687,2022-02-27 01:20:41,Inform Customer,,,,,
4688,2022-02-28 10:05:04,Customer applies,,,,,
4688,2022-02-28 12:05:04,Check application data,35,28335,840336,1136678,
4688,2022-02-28 14:05:04,Normal Check,,,,,Normal Check
4688,2022-02-28 16:05:04,Make Decision,,,,,
4688,2022-02-28 18:05:04,Inform Customer,,,,,
4689,2022-02-23 14:38:52,Customer applies,,,,,
4689,2022-02-23 16:38:52,Check application data,34,99136,99514,592620,
4689,2022-02-23 18:38:52,Extensive Check,,,,,Extensive Check
4689,2022-02-23 20:38:52,Make Decision,,,,,
4689,2022-02-23 22:38:52,Inform Customer,,,,,
4690,2022-03-04 16:56:40,Customer applies,,,,,
4690,2022-03-04 18:56:40,Check application data,49,36501,487685,1690861,
4690,2022-03-04 20:56:40,Normal Check,,,,,Normal Check
4690,2022-03-04 22:56:40,Make Decision,,,,,
4690,2022-03-05 00:56:40,Inform Customer,,,,,
4691,2022-03-02 09:52:25,Customer applies,,,,,
4691,2022-03-02 11:52:25,Check application data,58,15310,779121,247217,
4691,2022-03-02 13:52:25,Simple Check,,,,,Simple Check
4691,2022-03-02 15:52:25,Make Decision,,,,,
4691,2022-03-02 17:52:25,Inform Customer,,,,,
4692,2022-02-19 16:20:22,Customer applies,,,,,
4692,2022-02-19 18:20:22,Check application data,56,59109,749851,1330252,
4692,2022-02-19 20:20:22,Extensive Check,,,,,Extensive Check
4692,2022-02-19 22:20:22,Make Decision,,,,,
4692,2022-02-20 00:20:22,Inform Customer,,,,,
4693,2022-02-14 11:50:40,Customer applies,,,,,
4693,2022-02-14 13:50:40,Check application data,56,98831,862588,1567092,
4693,2022-02-14 15:50:40,Extensive Check,,,,,Extensive Check
4693,2022-02-14 17:50:40,Make Decision,,,,,
4693,2022-02-14 19:50:40,Inform Customer,,,,,
4694,2022-02-15 10:00:21,Customer applies,,,,,
4694,2022-02-15 12:00:21,Check application data,56,51757,272578,1361546,
4694,2022-02-15 14:00:21,Extensive Check,,,,,Extensive Check
4694,2022-02-15 16:00:21,Make Decision,,,,,
4694,2022-02-15 18:00:21,Inform Customer,,,,,
4695,2022-02-23 11:22:24,Customer applies,,,,,
4695,2022-02-23 13:22:24,Check application data,54,19130,165745,1427291,
4695,2022-02-23 15:22:24,Simple Check,,,,,Simple Check
4695,2022-02-23 17:22:24,Make Decision,,,,,
4695,2022-02-23 19:22:24,Inform Customer,,,,,
4696,2022-02-26 16:40:53,Customer applies,,,,,
4696,2022-02-26 18:40:53,Check application data,38,18820,518767,1521872,
4696,2022-02-26 20:40:53,Simple Check,,,,,Simple Check
4696,2022-02-26 22:40:53,Make Decision,,,,,
4696,2022-02-27 00:40:53,Inform Customer,,,,,
4697,2022-02-28 11:49:46,Customer applies,,,,,
4697,2022-02-28 13:49:46,Check application data,46,61922,571695,126702,
4697,2022-02-28 15:49:46,Extensive Check,,,,,Extensive Check
4697,2022-02-28 17:49:46,Make Decision,,,,,
4697,2022-02-28 19:49:46,Inform Customer,,,,,
4698,2022-02-18 10:57:35,Customer applies,,,,,
4698,2022-02-18 12:57:35,Check application data,51,90984,901734,1491271,
4698,2022-02-18 14:57:35,Extensive Check,,,,,Extensive Check
4698,2022-02-18 16:57:35,Make Decision,,,,,
4698,2022-02-18 18:57:35,Inform Customer,,,,,
4699,2022-02-16 12:43:27,Customer applies,,,,,
4699,2022-02-16 14:43:27,Check application data,56,94629,139801,631741,
4699,2022-02-16 16:43:27,Extensive Check,,,,,Extensive Check
4699,2022-02-16 18:43:27,Make Decision,,,,,
4699,2022-02-16 20:43:27,Inform Customer,,,,,
4700,2022-03-01 15:55:09,Customer applies,,,,,
4700,2022-03-01 17:55:09,Check application data,45,49619,419689,1966332,
4700,2022-03-01 19:55:09,Normal Check,,,,,Normal Check
4700,2022-03-01 21:55:09,Make Decision,,,,,
4700,2022-03-01 23:55:09,Inform Customer,,,,,
4701,2022-02-15 16:23:02,Customer applies,,,,,
4701,2022-02-15 18:23:02,Check application data,53,24572,12555,1935237,
4701,2022-02-15 20:23:02,Normal Check,,,,,Normal Check
4701,2022-02-15 22:23:02,Make Decision,,,,,
4701,2022-02-16 00:23:02,Inform Customer,,,,,
4702,2022-02-25 14:05:03,Customer applies,,,,,
4702,2022-02-25 16:05:03,Check application data,29,8877,107452,947238,
4702,2022-02-25 18:05:03,Simple Check,,,,,Simple Check
4702,2022-02-25 20:05:03,Make Decision,,,,,
4702,2022-02-25 22:05:03,Inform Customer,,,,,
4703,2022-03-01 08:43:50,Customer applies,,,,,
4703,2022-03-01 10:43:50,Check application data,54,43133,936196,1675355,
4703,2022-03-01 12:43:50,Normal Check,,,,,Normal Check
4703,2022-03-01 14:43:50,Make Decision,,,,,
4703,2022-03-01 16:43:50,Inform Customer,,,,,
4704,2022-02-25 12:47:42,Customer applies,,,,,
4704,2022-02-25 14:47:42,Check application data,39,66234,18140,240944,
4704,2022-02-25 16:47:42,Extensive Check,,,,,Extensive Check
4704,2022-02-25 18:47:42,Make Decision,,,,,
4704,2022-02-25 20:47:42,Inform Customer,,,,,
4705,2022-02-19 17:04:23,Customer applies,,,,,
4705,2022-02-19 19:04:23,Check application data,57,26138,794217,641014,
4705,2022-02-19 21:04:23,Normal Check,,,,,Normal Check
4705,2022-02-19 23:04:23,Make Decision,,,,,
4705,2022-02-20 01:04:23,Inform Customer,,,,,
4706,2022-02-23 17:11:56,Customer applies,,,,,
4706,2022-02-23 19:11:56,Check application data,60,59793,166555,617479,
4706,2022-02-23 21:11:56,Extensive Check,,,,,Extensive Check
4706,2022-02-23 23:11:56,Make Decision,,,,,
4706,2022-02-24 01:11:56,Inform Customer,,,,,
4707,2022-03-03 09:50:34,Customer applies,,,,,
4707,2022-03-03 11:50:34,Check application data,53,21183,779382,1105666,
4707,2022-03-03 13:50:34,Normal Check,,,,,Normal Check
4707,2022-03-03 15:50:34,Make Decision,,,,,
4707,2022-03-03 17:50:34,Inform Customer,,,,,
4708,2022-03-01 10:38:16,Customer applies,,,,,
4708,2022-03-01 12:38:16,Check application data,28,58427,69913,1969522,
4708,2022-03-01 14:38:16,Extensive Check,,,,,Extensive Check
4708,2022-03-01 16:38:16,Make Decision,,,,,
4708,2022-03-01 18:38:16,Inform Customer,,,,,
4709,2022-03-02 16:04:10,Customer applies,,,,,
4709,2022-03-02 18:04:10,Check application data,60,39313,300649,1347562,
4709,2022-03-02 20:04:10,Normal Check,,,,,Normal Check
4709,2022-03-02 22:04:10,Make Decision,,,,,
4709,2022-03-03 00:04:10,Inform Customer,,,,,
4710,2022-02-27 17:57:14,Customer applies,,,,,
4710,2022-02-27 19:57:14,Check application data,46,31048,626523,1117869,
4710,2022-02-27 21:57:14,Normal Check,,,,,Normal Check
4710,2022-02-27 23:57:14,Make Decision,,,,,
4710,2022-02-28 01:57:14,Inform Customer,,,,,
4711,2022-02-26 17:10:32,Customer applies,,,,,
4711,2022-02-26 19:10:32,Check application data,26,94472,434518,14723,
4711,2022-02-26 21:10:32,Extensive Check,,,,,Extensive Check
4711,2022-02-26 23:10:32,Make Decision,,,,,
4711,2022-02-27 01:10:32,Inform Customer,,,,,
4712,2022-02-16 11:17:52,Customer applies,,,,,
4712,2022-02-16 13:17:52,Check application data,60,95436,139895,1825582,
4712,2022-02-16 15:17:52,Extensive Check,,,,,Extensive Check
4712,2022-02-16 17:17:52,Make Decision,,,,,
4712,2022-02-16 19:17:52,Inform Customer,,,,,
4713,2022-03-03 18:06:06,Customer applies,,,,,
4713,2022-03-03 20:06:06,Check application data,58,62918,592468,1432290,
4713,2022-03-03 22:06:06,Extensive Check,,,,,Extensive Check
4713,2022-03-04 00:06:06,Make Decision,,,,,
4713,2022-03-04 02:06:06,Inform Customer,,,,,
4714,2022-02-15 18:56:15,Customer applies,,,,,
4714,2022-02-15 20:56:15,Check application data,33,34318,545044,1140488,
4714,2022-02-15 22:56:15,Normal Check,,,,,Normal Check
4714,2022-02-16 00:56:15,Make Decision,,,,,
4714,2022-02-16 02:56:15,Inform Customer,,,,,
4715,2022-02-16 14:05:53,Customer applies,,,,,
4715,2022-02-16 16:05:53,Check application data,31,64972,175299,1440798,
4715,2022-02-16 18:05:53,Extensive Check,,,,,Extensive Check
4715,2022-02-16 20:05:53,Make Decision,,,,,
4715,2022-02-16 22:05:53,Inform Customer,,,,,
4716,2022-02-23 16:09:21,Customer applies,,,,,
4716,2022-02-23 18:09:21,Check application data,56,23618,592663,1084564,
4716,2022-02-23 20:09:21,Normal Check,,,,,Normal Check
4716,2022-02-23 22:09:21,Make Decision,,,,,
4716,2022-02-24 00:09:21,Inform Customer,,,,,
4717,2022-02-27 15:57:57,Customer applies,,,,,
4717,2022-02-27 17:57:57,Check application data,45,66255,713944,828739,
4717,2022-02-27 19:57:57,Extensive Check,,,,,Extensive Check
4717,2022-02-27 21:57:57,Make Decision,,,,,
4717,2022-02-27 23:57:57,Inform Customer,,,,,
4718,2022-02-23 10:20:32,Customer applies,,,,,
4718,2022-02-23 12:20:32,Check application data,52,43001,555389,752327,
4718,2022-02-23 14:20:32,Normal Check,,,,,Normal Check
4718,2022-02-23 16:20:32,Make Decision,,,,,
4718,2022-02-23 18:20:32,Inform Customer,,,,,
4719,2022-03-02 15:22:41,Customer applies,,,,,
4719,2022-03-02 17:22:41,Check application data,57,23444,974856,1712489,
4719,2022-03-02 19:22:41,Normal Check,,,,,Normal Check
4719,2022-03-02 21:22:41,Make Decision,,,,,
4719,2022-03-02 23:22:41,Inform Customer,,,,,
4720,2022-02-16 18:36:26,Customer applies,,,,,
4720,2022-02-16 20:36:26,Check application data,55,75483,870790,1536536,
4720,2022-02-16 22:36:26,Extensive Check,,,,,Extensive Check
4720,2022-02-17 00:36:26,Make Decision,,,,,
4720,2022-02-17 02:36:26,Inform Customer,,,,,
4721,2022-03-05 11:04:40,Customer applies,,,,,
4721,2022-03-05 13:04:40,Check application data,57,42076,567024,360073,
4721,2022-03-05 15:04:40,Normal Check,,,,,Normal Check
4721,2022-03-05 17:04:40,Make Decision,,,,,
4721,2022-03-05 19:04:40,Inform Customer,,,,,
4722,2022-02-16 11:03:40,Customer applies,,,,,
4722,2022-02-16 13:03:40,Check application data,40,8965,89707,1567529,
4722,2022-02-16 15:03:40,Simple Check,,,,,Simple Check
4722,2022-02-16 17:03:40,Make Decision,,,,,
4722,2022-02-16 19:03:40,Inform Customer,,,,,
4723,2022-02-24 12:11:20,Customer applies,,,,,
4723,2022-02-24 14:11:20,Check application data,28,44682,818709,704794,
4723,2022-02-24 16:11:20,Normal Check,,,,,Normal Check
4723,2022-02-24 18:11:20,Make Decision,,,,,
4723,2022-02-24 20:11:20,Inform Customer,,,,,
4724,2022-02-22 18:47:59,Customer applies,,,,,
4724,2022-02-22 20:47:59,Check application data,50,72182,444486,1518464,
4724,2022-02-22 22:47:59,Extensive Check,,,,,Extensive Check
4724,2022-02-23 00:47:59,Make Decision,,,,,
4724,2022-02-23 02:47:59,Inform Customer,,,,,
4725,2022-02-23 18:11:38,Customer applies,,,,,
4725,2022-02-23 20:11:38,Check application data,30,39533,712724,1050388,
4725,2022-02-23 22:11:38,Normal Check,,,,,Normal Check
4725,2022-02-24 00:11:38,Make Decision,,,,,
4725,2022-02-24 02:11:38,Inform Customer,,,,,
4726,2022-02-20 16:54:19,Customer applies,,,,,
4726,2022-02-20 18:54:19,Check application data,27,57098,198995,1285842,
4726,2022-02-20 20:54:19,Extensive Check,,,,,Extensive Check
4726,2022-02-20 22:54:19,Make Decision,,,,,
4726,2022-02-21 00:54:19,Inform Customer,,,,,
4727,2022-02-15 14:31:37,Customer applies,,,,,
4727,2022-02-15 16:31:37,Check application data,35,38335,416945,720993,
4727,2022-02-15 18:31:37,Normal Check,,,,,Normal Check
4727,2022-02-15 20:31:37,Make Decision,,,,,
4727,2022-02-15 22:31:37,Inform Customer,,,,,
4728,2022-02-23 17:44:13,Customer applies,,,,,
4728,2022-02-23 19:44:13,Check application data,51,92051,864972,720597,
4728,2022-02-23 21:44:13,Extensive Check,,,,,Extensive Check
4728,2022-02-23 23:44:13,Make Decision,,,,,
4728,2022-02-24 01:44:13,Inform Customer,,,,,
4729,2022-02-21 17:52:10,Customer applies,,,,,
4729,2022-02-21 19:52:10,Check application data,60,5473,447443,887815,
4729,2022-02-21 21:52:10,Simple Check,,,,,Simple Check
4729,2022-02-21 23:52:10,Make Decision,,,,,
4729,2022-02-22 01:52:10,Inform Customer,,,,,
4730,2022-03-05 10:47:52,Customer applies,,,,,
4730,2022-03-05 12:47:52,Check application data,35,72788,119904,1004643,
4730,2022-03-05 14:47:52,Extensive Check,,,,,Extensive Check
4730,2022-03-05 16:47:52,Make Decision,,,,,
4730,2022-03-05 18:47:52,Inform Customer,,,,,
4731,2022-02-14 18:27:02,Customer applies,,,,,
4731,2022-02-14 20:27:02,Check application data,46,33358,578751,841747,
4731,2022-02-14 22:27:02,Normal Check,,,,,Normal Check
4731,2022-02-15 00:27:02,Make Decision,,,,,
4731,2022-02-15 02:27:02,Inform Customer,,,,,
4732,2022-03-03 18:13:58,Customer applies,,,,,
4732,2022-03-03 20:13:58,Check application data,42,99894,441717,1662068,
4732,2022-03-03 22:13:58,Extensive Check,,,,,Extensive Check
4732,2022-03-04 00:13:58,Make Decision,,,,,
4732,2022-03-04 02:13:58,Inform Customer,,,,,
4733,2022-02-20 10:10:48,Customer applies,,,,,
4733,2022-02-20 12:10:48,Check application data,26,91581,978047,1551787,
4733,2022-02-20 14:10:48,Extensive Check,,,,,Extensive Check
4733,2022-02-20 16:10:48,Make Decision,,,,,
4733,2022-02-20 18:10:48,Inform Customer,,,,,
4734,2022-02-24 16:12:47,Customer applies,,,,,
4734,2022-02-24 18:12:47,Check application data,35,70617,879924,89265,
4734,2022-02-24 20:12:47,Extensive Check,,,,,Extensive Check
4734,2022-02-24 22:12:47,Make Decision,,,,,
4734,2022-02-25 00:12:47,Inform Customer,,,,,
4735,2022-02-23 13:28:06,Customer applies,,,,,
4735,2022-02-23 15:28:06,Check application data,37,80076,252804,1161262,
4735,2022-02-23 17:28:06,Extensive Check,,,,,Extensive Check
4735,2022-02-23 19:28:06,Make Decision,,,,,
4735,2022-02-23 21:28:06,Inform Customer,,,,,
4736,2022-03-04 08:55:48,Customer applies,,,,,
4736,2022-03-04 10:55:48,Check application data,37,41813,819897,1619194,
4736,2022-03-04 12:55:48,Normal Check,,,,,Normal Check
4736,2022-03-04 14:55:48,Make Decision,,,,,
4736,2022-03-04 16:55:48,Inform Customer,,,,,
4737,2022-02-24 18:27:41,Customer applies,,,,,
4737,2022-02-24 20:27:41,Check application data,60,75281,144974,1484292,
4737,2022-02-24 22:27:41,Extensive Check,,,,,Extensive Check
4737,2022-02-25 00:27:41,Make Decision,,,,,
4737,2022-02-25 02:27:41,Inform Customer,,,,,
4738,2022-02-17 09:31:20,Customer applies,,,,,
4738,2022-02-17 11:31:20,Check application data,59,8392,451604,1117533,
4738,2022-02-17 13:31:20,Simple Check,,,,,Simple Check
4738,2022-02-17 15:31:20,Make Decision,,,,,
4738,2022-02-17 17:31:20,Inform Customer,,,,,
4739,2022-03-03 12:56:42,Customer applies,,,,,
4739,2022-03-03 14:56:42,Check application data,59,44701,667727,179836,
4739,2022-03-03 16:56:42,Normal Check,,,,,Normal Check
4739,2022-03-03 18:56:42,Make Decision,,,,,
4739,2022-03-03 20:56:42,Inform Customer,,,,,
4740,2022-02-16 15:09:00,Customer applies,,,,,
4740,2022-02-16 17:09:00,Check application data,27,31399,939108,1415830,
4740,2022-02-16 19:09:00,Normal Check,,,,,Normal Check
4740,2022-02-16 21:09:00,Make Decision,,,,,
4740,2022-02-16 23:09:00,Inform Customer,,,,,
4741,2022-02-25 10:55:11,Customer applies,,,,,
4741,2022-02-25 12:55:11,Check application data,53,2279,894631,686700,
4741,2022-02-25 14:55:11,Simple Check,,,,,Simple Check
4741,2022-02-25 16:55:11,Make Decision,,,,,
4741,2022-02-25 18:55:11,Inform Customer,,,,,
4742,2022-02-24 15:43:11,Customer applies,,,,,
4742,2022-02-24 17:43:11,Check application data,30,1048,777098,1725491,
4742,2022-02-24 19:43:11,Simple Check,,,,,Simple Check
4742,2022-02-24 21:43:11,Make Decision,,,,,
4742,2022-02-24 23:43:11,Inform Customer,,,,,
4743,2022-02-20 09:34:53,Customer applies,,,,,
4743,2022-02-20 11:34:53,Check application data,57,1568,337071,61198,
4743,2022-02-20 13:34:53,Simple Check,,,,,Simple Check
4743,2022-02-20 15:34:53,Make Decision,,,,,
4743,2022-02-20 17:34:53,Inform Customer,,,,,
4744,2022-02-28 15:36:12,Customer applies,,,,,
4744,2022-02-28 17:36:12,Check application data,25,33535,92467,615600,
4744,2022-02-28 19:36:12,Normal Check,,,,,Normal Check
4744,2022-02-28 21:36:12,Make Decision,,,,,
4744,2022-02-28 23:36:12,Inform Customer,,,,,
4745,2022-02-28 08:01:29,Customer applies,,,,,
4745,2022-02-28 10:01:29,Check application data,41,14700,495096,723260,
4745,2022-02-28 12:01:29,Simple Check,,,,,Simple Check
4745,2022-02-28 14:01:29,Make Decision,,,,,
4745,2022-02-28 16:01:29,Inform Customer,,,,,
4746,2022-02-23 17:49:45,Customer applies,,,,,
4746,2022-02-23 19:49:45,Check application data,54,25811,159221,1322407,
4746,2022-02-23 21:49:45,Normal Check,,,,,Normal Check
4746,2022-02-23 23:49:45,Make Decision,,,,,
4746,2022-02-24 01:49:45,Inform Customer,,,,,
4747,2022-02-28 12:13:55,Customer applies,,,,,
4747,2022-02-28 14:13:55,Check application data,28,7506,279974,1556587,
4747,2022-02-28 16:13:55,Simple Check,,,,,Simple Check
4747,2022-02-28 18:13:55,Make Decision,,,,,
4747,2022-02-28 20:13:55,Inform Customer,,,,,
4748,2022-02-21 13:00:48,Customer applies,,,,,
4748,2022-02-21 15:00:48,Check application data,44,76990,421669,139982,
4748,2022-02-21 17:00:48,Extensive Check,,,,,Extensive Check
4748,2022-02-21 19:00:48,Make Decision,,,,,
4748,2022-02-21 21:00:48,Inform Customer,,,,,
4749,2022-02-25 17:01:04,Customer applies,,,,,
4749,2022-02-25 19:01:04,Check application data,34,95737,285619,1823682,
4749,2022-02-25 21:01:04,Extensive Check,,,,,Extensive Check
4749,2022-02-25 23:01:04,Make Decision,,,,,
4749,2022-02-26 01:01:04,Inform Customer,,,,,
4750,2022-02-20 18:22:33,Customer applies,,,,,
4750,2022-02-20 20:22:33,Check application data,26,81191,494708,178813,
4750,2022-02-20 22:22:33,Extensive Check,,,,,Extensive Check
4750,2022-02-21 00:22:33,Make Decision,,,,,
4750,2022-02-21 02:22:33,Inform Customer,,,,,
4751,2022-03-02 08:07:01,Customer applies,,,,,
4751,2022-03-02 10:07:01,Check application data,38,26744,24424,355132,
4751,2022-03-02 12:07:01,Normal Check,,,,,Normal Check
4751,2022-03-02 14:07:01,Make Decision,,,,,
4751,2022-03-02 16:07:01,Inform Customer,,,,,
4752,2022-03-01 13:18:36,Customer applies,,,,,
4752,2022-03-01 15:18:36,Check application data,55,88571,751855,961016,
4752,2022-03-01 17:18:36,Extensive Check,,,,,Extensive Check
4752,2022-03-01 19:18:36,Make Decision,,,,,
4752,2022-03-01 21:18:36,Inform Customer,,,,,
4753,2022-02-18 18:09:14,Customer applies,,,,,
4753,2022-02-18 20:09:14,Check application data,50,51430,953651,90671,
4753,2022-02-18 22:09:14,Extensive Check,,,,,Extensive Check
4753,2022-02-19 00:09:14,Make Decision,,,,,
4753,2022-02-19 02:09:14,Inform Customer,,,,,
4754,2022-02-22 18:18:17,Customer applies,,,,,
4754,2022-02-22 20:18:17,Check application data,53,56088,178352,528117,
4754,2022-02-22 22:18:17,Extensive Check,,,,,Extensive Check
4754,2022-02-23 00:18:17,Make Decision,,,,,
4754,2022-02-23 02:18:17,Inform Customer,,,,,
4755,2022-02-23 08:39:34,Customer applies,,,,,
4755,2022-02-23 10:39:34,Check application data,26,95924,698476,946572,
4755,2022-02-23 12:39:34,Extensive Check,,,,,Extensive Check
4755,2022-02-23 14:39:34,Make Decision,,,,,
4755,2022-02-23 16:39:34,Inform Customer,,,,,
4756,2022-02-17 18:30:12,Customer applies,,,,,
4756,2022-02-17 20:30:12,Check application data,33,39684,235829,1167825,
4756,2022-02-17 22:30:12,Normal Check,,,,,Normal Check
4756,2022-02-18 00:30:12,Make Decision,,,,,
4756,2022-02-18 02:30:12,Inform Customer,,,,,
4757,2022-03-03 17:09:10,Customer applies,,,,,
4757,2022-03-03 19:09:10,Check application data,34,28027,299163,1531202,
4757,2022-03-03 21:09:10,Normal Check,,,,,Normal Check
4757,2022-03-03 23:09:10,Make Decision,,,,,
4757,2022-03-04 01:09:10,Inform Customer,,,,,
4758,2022-02-23 16:55:28,Customer applies,,,,,
4758,2022-02-23 18:55:28,Check application data,52,96614,713440,860861,
4758,2022-02-23 20:55:28,Extensive Check,,,,,Extensive Check
4758,2022-02-23 22:55:28,Make Decision,,,,,
4758,2022-02-24 00:55:28,Inform Customer,,,,,
4759,2022-02-19 16:26:40,Customer applies,,,,,
4759,2022-02-19 18:26:40,Check application data,38,65817,58098,749796,
4759,2022-02-19 20:26:40,Extensive Check,,,,,Extensive Check
4759,2022-02-19 22:26:40,Make Decision,,,,,
4759,2022-02-20 00:26:40,Inform Customer,,,,,
4760,2022-02-19 12:33:59,Customer applies,,,,,
4760,2022-02-19 14:33:59,Check application data,53,18306,661123,853525,
4760,2022-02-19 16:33:59,Simple Check,,,,,Simple Check
4760,2022-02-19 18:33:59,Make Decision,,,,,
4760,2022-02-19 20:33:59,Inform Customer,,,,,
4761,2022-02-21 12:23:55,Customer applies,,,,,
4761,2022-02-21 14:23:55,Check application data,36,20321,426859,254354,
4761,2022-02-21 16:23:55,Normal Check,,,,,Normal Check
4761,2022-02-21 18:23:55,Make Decision,,,,,
4761,2022-02-21 20:23:55,Inform Customer,,,,,
4762,2022-03-04 10:30:46,Customer applies,,,,,
4762,2022-03-04 12:30:46,Check application data,38,41790,721361,683402,
4762,2022-03-04 14:30:46,Normal Check,,,,,Normal Check
4762,2022-03-04 16:30:46,Make Decision,,,,,
4762,2022-03-04 18:30:46,Inform Customer,,,,,
4763,2022-03-03 09:47:36,Customer applies,,,,,
4763,2022-03-03 11:47:36,Check application data,50,25796,651887,1011559,
4763,2022-03-03 13:47:36,Normal Check,,,,,Normal Check
4763,2022-03-03 15:47:36,Make Decision,,,,,
4763,2022-03-03 17:47:36,Inform Customer,,,,,
4764,2022-02-17 11:10:09,Customer applies,,,,,
4764,2022-02-17 13:10:09,Check application data,50,74719,930759,1258134,
4764,2022-02-17 15:10:09,Extensive Check,,,,,Extensive Check
4764,2022-02-17 17:10:09,Make Decision,,,,,
4764,2022-02-17 19:10:09,Inform Customer,,,,,
4765,2022-02-22 10:20:36,Customer applies,,,,,
4765,2022-02-22 12:20:36,Check application data,30,63758,480953,1575575,
4765,2022-02-22 14:20:36,Extensive Check,,,,,Extensive Check
4765,2022-02-22 16:20:36,Make Decision,,,,,
4765,2022-02-22 18:20:36,Inform Customer,,,,,
4766,2022-03-02 16:52:34,Customer applies,,,,,
4766,2022-03-02 18:52:34,Check application data,28,3634,715503,1237668,
4766,2022-03-02 20:52:34,Simple Check,,,,,Simple Check
4766,2022-03-02 22:52:34,Make Decision,,,,,
4766,2022-03-03 00:52:34,Inform Customer,,,,,
4767,2022-02-26 18:38:28,Customer applies,,,,,
4767,2022-02-26 20:38:28,Check application data,33,99216,482478,1333682,
4767,2022-02-26 22:38:28,Extensive Check,,,,,Extensive Check
4767,2022-02-27 00:38:28,Make Decision,,,,,
4767,2022-02-27 02:38:28,Inform Customer,,,,,
4768,2022-03-03 14:01:06,Customer applies,,,,,
4768,2022-03-03 16:01:06,Check application data,31,64571,73629,725242,
4768,2022-03-03 18:01:06,Extensive Check,,,,,Extensive Check
4768,2022-03-03 20:01:06,Make Decision,,,,,
4768,2022-03-03 22:01:06,Inform Customer,,,,,
4769,2022-03-02 10:10:13,Customer applies,,,,,
4769,2022-03-02 12:10:13,Check application data,42,68837,300763,475026,
4769,2022-03-02 14:10:13,Extensive Check,,,,,Extensive Check
4769,2022-03-02 16:10:13,Make Decision,,,,,
4769,2022-03-02 18:10:13,Inform Customer,,,,,
4770,2022-03-04 10:11:37,Customer applies,,,,,
4770,2022-03-04 12:11:37,Check application data,56,68638,320916,1829766,
4770,2022-03-04 14:11:37,Extensive Check,,,,,Extensive Check
4770,2022-03-04 16:11:37,Make Decision,,,,,
4770,2022-03-04 18:11:37,Inform Customer,,,,,
4771,2022-03-03 17:01:05,Customer applies,,,,,
4771,2022-03-03 19:01:05,Check application data,27,85809,45149,340751,
4771,2022-03-03 21:01:05,Extensive Check,,,,,Extensive Check
4771,2022-03-03 23:01:05,Make Decision,,,,,
4771,2022-03-04 01:01:05,Inform Customer,,,,,
4772,2022-02-26 13:02:05,Customer applies,,,,,
4772,2022-02-26 15:02:05,Check application data,45,39101,644105,550557,
4772,2022-02-26 17:02:05,Normal Check,,,,,Normal Check
4772,2022-02-26 19:02:05,Make Decision,,,,,
4772,2022-02-26 21:02:05,Inform Customer,,,,,
4773,2022-02-19 17:51:00,Customer applies,,,,,
4773,2022-02-19 19:51:00,Check application data,50,89038,524667,1212960,
4773,2022-02-19 21:51:00,Extensive Check,,,,,Extensive Check
4773,2022-02-19 23:51:00,Make Decision,,,,,
4773,2022-02-20 01:51:00,Inform Customer,,,,,
4774,2022-02-25 11:12:02,Customer applies,,,,,
4774,2022-02-25 13:12:02,Check application data,41,26124,667018,1224734,
4774,2022-02-25 15:12:02,Normal Check,,,,,Normal Check
4774,2022-02-25 17:12:02,Make Decision,,,,,
4774,2022-02-25 19:12:02,Inform Customer,,,,,
4775,2022-03-04 18:00:37,Customer applies,,,,,
4775,2022-03-04 20:00:37,Check application data,47,18586,490840,702648,
4775,2022-03-04 22:00:37,Simple Check,,,,,Simple Check
4775,2022-03-05 00:00:37,Make Decision,,,,,
4775,2022-03-05 02:00:37,Inform Customer,,,,,
4776,2022-02-14 13:11:35,Customer applies,,,,,
4776,2022-02-14 15:11:35,Check application data,29,39145,699432,917250,
4776,2022-02-14 17:11:35,Normal Check,,,,,Normal Check
4776,2022-02-14 19:11:35,Make Decision,,,,,
4776,2022-02-14 21:11:35,Inform Customer,,,,,
4777,2022-03-05 11:10:06,Customer applies,,,,,
4777,2022-03-05 13:10:06,Check application data,29,40467,305609,1810134,
4777,2022-03-05 15:10:06,Normal Check,,,,,Normal Check
4777,2022-03-05 17:10:06,Make Decision,,,,,
4777,2022-03-05 19:10:06,Inform Customer,,,,,
4778,2022-02-27 10:13:32,Customer applies,,,,,
4778,2022-02-27 12:13:32,Check application data,28,28341,465967,700294,
4778,2022-02-27 14:13:32,Normal Check,,,,,Normal Check
4778,2022-02-27 16:13:32,Make Decision,,,,,
4778,2022-02-27 18:13:32,Inform Customer,,,,,
4779,2022-02-18 10:58:49,Customer applies,,,,,
4779,2022-02-18 12:58:49,Check application data,50,67898,582620,1987031,
4779,2022-02-18 14:58:49,Extensive Check,,,,,Extensive Check
4779,2022-02-18 16:58:49,Make Decision,,,,,
4779,2022-02-18 18:58:49,Inform Customer,,,,,
4780,2022-02-28 12:23:10,Customer applies,,,,,
4780,2022-02-28 14:23:10,Check application data,45,65096,435673,185633,
4780,2022-02-28 16:23:10,Extensive Check,,,,,Extensive Check
4780,2022-02-28 18:23:10,Make Decision,,,,,
4780,2022-02-28 20:23:10,Inform Customer,,,,,
4781,2022-02-20 08:41:14,Customer applies,,,,,
